id	title	description	link	image_link	additional_image_link	availability	price	brand	condition	gtin	mpn	item_group_id	color	size	material	shipping_label
B260706	Taie d'oreiller Eco Bamboo, couleur « Powder Peach »	En bambou écologique, doux et respirant : notre taie d'oreiller « Powder Peach » constitue une entrée en matière douce et accessible dans l'univers de la literie durable. Elle est idéale pour être associée à n'importe laquelle de nos housses de couette en Tencel™ ou en bambou.	https://www.maisondecocon.com/fr/products/eco-bamboe-kussensloop-powder-peach?variant_sku=B260706	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-lifestyle.jpg?v=1785868206	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-folded.jpg?v=1785868219,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-label-detail.jpg?v=1785868233	in_stock	50.31 EUR	Coco & Cici	new	8721184401385	B260706	eco-bamboe-kussensloop-powder-peach		1 kussensloop 60x70	100% Eco Bamboo fibre	std_10
B280806	Taie d'oreiller Eco Bamboo, couleur « Powder Peach »	En bambou écologique, doux et respirant : notre taie d'oreiller « Powder Peach » constitue une entrée en matière douce et accessible dans l'univers de la literie durable. Elle est idéale pour être associée à n'importe laquelle de nos housses de couette en Tencel™ ou en bambou.	https://www.maisondecocon.com/fr/products/eco-bamboe-kussensloop-powder-peach?variant_sku=B280806	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-lifestyle.jpg?v=1785868206	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-folded.jpg?v=1785868219,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-label-detail.jpg?v=1785868233	in_stock	59.31 EUR	Coco & Cici	new	8721184401415	B280806	eco-bamboe-kussensloop-powder-peach		1 kussensloop 80x80	100% Eco Bamboo fibre	std_10
B250756	Taie d'oreiller Eco Bamboo, couleur « Powder Peach »	En bambou écologique, doux et respirant : notre taie d'oreiller « Powder Peach » constitue une entrée en matière douce et accessible dans l'univers de la literie durable. Elle est idéale pour être associée à n'importe laquelle de nos housses de couette en Tencel™ ou en bambou.	https://www.maisondecocon.com/fr/products/eco-bamboe-kussensloop-powder-peach?variant_sku=B250756	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-lifestyle.jpg?v=1785868206	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-folded.jpg?v=1785868219,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-label-detail.jpg?v=1785868233	in_stock	50.31 EUR	Coco & Cici	new	8721184401361	B250756	eco-bamboe-kussensloop-powder-peach		1 kussensloop 50x75	100% Eco Bamboo fibre	std_10
B2607026	Taie d'oreiller Eco Bamboo, couleur « Powder Peach »	En bambou écologique, doux et respirant : notre taie d'oreiller « Powder Peach » constitue une entrée en matière douce et accessible dans l'univers de la literie durable. Elle est idéale pour être associée à n'importe laquelle de nos housses de couette en Tencel™ ou en bambou.	https://www.maisondecocon.com/fr/products/eco-bamboe-kussensloop-powder-peach?variant_sku=B2607026	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-lifestyle.jpg?v=1785868206	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-folded.jpg?v=1785868219,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-label-detail.jpg?v=1785868233	in_stock	50.31 EUR	Coco & Cici	new	8721184401446	B2607026	eco-bamboe-kussensloop-powder-peach		1 kussensloop 60x70 zonder volant	100% Eco Bamboo fibre	std_10
B250906	Taie d'oreiller Eco Bamboo, couleur « Powder Peach »	En bambou écologique, doux et respirant : notre taie d'oreiller « Powder Peach » constitue une entrée en matière douce et accessible dans l'univers de la literie durable. Elle est idéale pour être associée à n'importe laquelle de nos housses de couette en Tencel™ ou en bambou.	https://www.maisondecocon.com/fr/products/eco-bamboe-kussensloop-powder-peach?variant_sku=B250906	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-lifestyle.jpg?v=1785868206	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-folded.jpg?v=1785868219,https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-peach-white-label-detail.jpg?v=1785868233	in_stock	55.71 EUR	Coco & Cici	new	8721184401378	B250906	eco-bamboe-kussensloop-powder-peach		1 kussensloop 50x90	100% Eco Bamboo fibre	std_10
M280808	Taie d'oreiller en twill Tencel™, vert olive	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ vert olive offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-olive-green?variant_sku=M280808	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-olive-green-styled-01.jpg?v=1785868402		in_stock	68.31 EUR	Coco & Cici	new	8721184401583	M280808	tencel-twill-pillowcase-olive-green		1 kussensloop 80x80	100% Tencel™ Lyocell	std_10
M240808	Taie d'oreiller en twill Tencel™, vert olive	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ vert olive offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-olive-green?variant_sku=M240808	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-olive-green-styled-01.jpg?v=1785868402		in_stock	59.31 EUR	Coco & Cici	new	8721184401514	M240808	tencel-twill-pillowcase-olive-green		1 kussensloop 40x80	100% Tencel™ Lyocell	std_10
M2507528	Taie d'oreiller en twill Tencel™, vert olive	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ vert olive offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-olive-green?variant_sku=M2507528	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-olive-green-styled-01.jpg?v=1785868402		in_stock	55.71 EUR	Coco & Cici	new	8721184401606	M2507528	tencel-twill-pillowcase-olive-green		1 kussensloop 50x75 zonder volant	100% Tencel™ Lyocell	std_10
M250608	Taie d'oreiller en twill Tencel™, vert olive	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ vert olive offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-olive-green?variant_sku=M250608	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-olive-green-styled-01.jpg?v=1785868402		in_stock	53.91 EUR	Coco & Cici	new	8721184401521	M250608	tencel-twill-pillowcase-olive-green		1 kussensloop 50x60	100% Tencel™ Lyocell	std_10
M250758	Taie d'oreiller en twill Tencel™, vert olive	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ vert olive offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-olive-green?variant_sku=M250758	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-olive-green-styled-01.jpg?v=1785868402		in_stock	59.31 EUR	Coco & Cici	new	8721184401538	M250758	tencel-twill-pillowcase-olive-green		1 kussensloop 50x75	100% Tencel™ Lyocell	std_10
M2507028	Taie d'oreiller en twill Tencel™, vert olive	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ vert olive offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-olive-green?variant_sku=M2507028	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-olive-green-styled-01.jpg?v=1785868402		out_of_stock	53.91 EUR	Coco & Cici	new	8721184401590	M2507028	tencel-twill-pillowcase-olive-green		50x70 zonder volant	100% Tencel™ Lyocell	std_10
M2607028	Taie d'oreiller en twill Tencel™, vert olive	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ vert olive offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-olive-green?variant_sku=M2607028	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-olive-green-styled-01.jpg?v=1785868402		in_stock	53.91 EUR	Coco & Cici	new	8721184401613	M2607028	tencel-twill-pillowcase-olive-green		1 kussensloop 60x70 zonder volant	100% Tencel™ Lyocell	std_10
M250908	Taie d'oreiller en twill Tencel™, vert olive	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ vert olive offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-olive-green?variant_sku=M250908	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-olive-green-styled-01.jpg?v=1785868402		in_stock	66.51 EUR	Coco & Cici	new	8721184401545	M250908	tencel-twill-pillowcase-olive-green		1 kussensloop 50x90	100% Tencel™ Lyocell	std_10
M265658	Taie d'oreiller en twill Tencel™, vert olive	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ vert olive offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-olive-green?variant_sku=M265658	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-olive-green-styled-01.jpg?v=1785868402		in_stock	59.31 EUR	Coco & Cici	new	8721184401576	M265658	tencel-twill-pillowcase-olive-green		1 kussensloop 65x65	100% Tencel™ Lyocell	std_10
M260708	Taie d'oreiller en twill Tencel™, vert olive	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ vert olive offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-olive-green?variant_sku=M260708	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-sateen-pillowcase-olive-green-styled-01.jpg?v=1785868402		in_stock	59.31 EUR	Coco & Cici	new	8721184401552	M260708	tencel-twill-pillowcase-olive-green		1 kussensloop 60x70	100% Tencel™ Lyocell	std_10
TDR56	Taie d'oreiller en sergé Tencel™, couleur Dusty Rose	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ couleur « Dusty Rose » offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-dusty-rose?variant_sku=TDR56	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-pillowcase-dusty-rose-styled-01.jpg?v=1785869540		in_stock	53.91 EUR	Coco & Cici	new	8721184405543	TDR56	tencel-twill-pillowcase-dusty-rose		1 pillowcase 50x60	100% Tencel™ Lyocell	std_10
TDR67	Taie d'oreiller en sergé Tencel™, couleur Dusty Rose	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ couleur « Dusty Rose » offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-dusty-rose?variant_sku=TDR67	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-pillowcase-dusty-rose-styled-01.jpg?v=1785869540		in_stock	59.31 EUR	Coco & Cici	new	8721184405536	TDR67	tencel-twill-pillowcase-dusty-rose		1 pillowcase 60x70	100% Tencel™ Lyocell	std_10
TDR57NB	Taie d'oreiller en sergé Tencel™, couleur Dusty Rose	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ couleur « Dusty Rose » offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-dusty-rose?variant_sku=TDR57NB	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-pillowcase-dusty-rose-styled-01.jpg?v=1785869540		in_stock	53.91 EUR	Coco & Cici	new	8721184405550	TDR57NB	tencel-twill-pillowcase-dusty-rose		1 pillowcase 50x70 without valance	100% Tencel™ Lyocell	std_10
M265657	Taie d'oreiller en sergé Tencel™, blanche	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ blanche offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-white?variant_sku=M265657	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-pillowcase-white-styled-01.jpg?v=1785869540		in_stock	59.31 EUR	Coco & Cici	new	8721184401903	M265657	tencel-twill-pillowcase-white		1 pillowcase 65x65	100% Tencel™ Lyocell	std_10
M280807	Taie d'oreiller en sergé Tencel™, blanche	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ blanche offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-white?variant_sku=M280807	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-pillowcase-white-styled-01.jpg?v=1785869540		in_stock	68.31 EUR	Coco & Cici	new	8721184401910	M280807	tencel-twill-pillowcase-white		1 pillowcase 80x80	100% Tencel™ Lyocell	std_10
M2607027	Taie d'oreiller en sergé Tencel™, blanche	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ blanche offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-white?variant_sku=M2607027	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-pillowcase-white-styled-01.jpg?v=1785869540		in_stock	53.91 EUR	Coco & Cici	new	8721184401941	M2607027	tencel-twill-pillowcase-white		1 pillowcase 60x70 without valance	100% Tencel™ Lyocell	std_10
M2507027	Taie d'oreiller en sergé Tencel™, blanche	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ blanche offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-white?variant_sku=M2507027	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-pillowcase-white-styled-01.jpg?v=1785869540		out_of_stock	53.91 EUR	Coco & Cici	new	8721184401927	M2507027	tencel-twill-pillowcase-white		50x70 without valance	100% Tencel™ Lyocell	std_10
M250607	Taie d'oreiller en sergé Tencel™, blanche	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ blanche offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-white?variant_sku=M250607	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-pillowcase-white-styled-01.jpg?v=1785869540		in_stock	53.91 EUR	Coco & Cici	new	8721184401859	M250607	tencel-twill-pillowcase-white		1 pillowcase 50x60	100% Tencel™ Lyocell	std_10
M260707	Taie d'oreiller en sergé Tencel™, blanche	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ blanche offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-white?variant_sku=M260707	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-pillowcase-white-styled-01.jpg?v=1785869540		in_stock	59.31 EUR	Coco & Cici	new	8721184401880	M260707	tencel-twill-pillowcase-white		Pre-order: 1 pillowcase 60x70 (available October 5)	100% Tencel™ Lyocell	std_10
M250757	Taie d'oreiller en sergé Tencel™, blanche	Complétez votre parure avec une touche de douceur assortie. Notre taie d'oreiller en sergé Tencel™ blanche offre le même confort mat et durable que nos housses de couette : un luxe discret, un oreiller à la fois.	https://www.maisondecocon.com/fr/products/tencel-twill-pillowcase-white?variant_sku=M250757	https://cdn.shopify.com/s/files/1/0884/0278/8685/files/tencel-twill-pillowcase-white-styled-01.jpg?v=1785869540		in_stock	59.31 EUR	Coco & Cici	new	8721184401866	M250757	tencel-twill-pillowcase-white		1 pillowcase 50x75	100% Tencel™ Lyocell	std_10
